country,year,sex,age,suicides,population, gdp,generation
Antigua and Barbuda,1995,male,25-34 years,0,7023,"577,280,741",Generation X
Antigua and Barbuda,1995,male,35-54 years,0,7809,"577,280,741",Boomers
Antigua and Barbuda,1995,male,5-14 years,0,7632,"577,280,741",Millenials
Antigua and Barbuda,1995,male,55-74 years,0,3021,"577,280,741",Silent
Antigua and Barbuda,1995,male,75+ years,0,944,"577,280,741",G.I. Generation
Antigua and Barbuda,1998,female,15-24 years,0,6529,"727,860,593",Generation X
Antigua and Barbuda,1998,female,25-34 years,0,8332,"727,860,593",Generation X
Antigua and Barbuda,1998,female,35-54 years,0,9615,"727,860,593",Boomers
Antigua and Barbuda,1998,female,5-14 years,0,8183,"727,860,593",Millenials
Antigua and Barbuda,1998,female,55-74 years,0,3921,"727,860,593",Silent
Antigua and Barbuda,1998,female,75+ years,0,1476,"727,860,593",G.I. Generation
Antigua and Barbuda,1998,male,15-24 years,0,5916,"727,860,593",Generation X
Antigua and Barbuda,1998,male,25-34 years,0,7294,"727,860,593",Generation X
Antigua and Barbuda,1998,male,35-54 years,0,9086,"727,860,593",Boomers
Antigua and Barbuda,1998,male,5-14 years,0,7706,"727,860,593",Millenials
Antigua and Barbuda,1998,male,55-74 years,0,3213,"727,860,593",Silent
Antigua and Barbuda,1998,male,75+ years,0,954,"727,860,593",G.I. Generation
Antigua and Barbuda,1999,female,15-24 years,0,6589,"766,198,926",Generation X
Antigua and Barbuda,1999,female,25-34 years,0,8526,"766,198,926",Generation X
Antigua and Barbuda,1999,female,35-54 years,0,10311,"766,198,926",Boomers
Antigua and Barbuda,1999,female,5-14 years,0,8314,"766,198,926",Millenials
Antigua and Barbuda,1999,female,55-74 years,0,3968,"766,198,926",Silent
Antigua and Barbuda,1999,female,75+ years,0,1451,"766,198,926",G.I. Generation
Antigua and Barbuda,1999,male,15-24 years,0,5845,"766,198,926",Generation X
Antigua and Barbuda,1999,male,25-34 years,0,7263,"766,198,926",Generation X
Antigua and Barbuda,1999,male,35-54 years,0,9537,"766,198,926",Boomers
Antigua and Barbuda,1999,male,5-14 years,0,7805,"766,198,926",Millenials
Antigua and Barbuda,1999,male,55-74 years,0,3276,"766,198,926",Silent
Antigua and Barbuda,1999,male,75+ years,0,947,"766,198,926",G.I. Generation
Antigua and Barbuda,2000,male,55-74 years,1,3333,"830,158,778",Silent
Antigua and Barbuda,2000,male,35-54 years,1,10033,"830,158,778",Boomers
Antigua and Barbuda,2000,female,15-24 years,0,6616,"830,158,778",Generation X
Antigua and Barbuda,2000,female,25-34 years,0,8595,"830,158,778",Generation X
Antigua and Barbuda,2000,female,35-54 years,0,11040,"830,158,778",Boomers
Antigua and Barbuda,2000,female,5-14 years,0,8439,"830,158,778",Millenials
Antigua and Barbuda,2000,female,55-74 years,0,3986,"830,158,778",Silent
Antigua and Barbuda,2000,female,75+ years,0,1413,"830,158,778",G.I. Generation
Antigua and Barbuda,2000,male,15-24 years,0,5783,"830,158,778",Generation X
Antigua and Barbuda,2000,male,25-34 years,0,7177,"830,158,778",Generation X
Antigua and Barbuda,2000,male,5-14 years,0,7973,"830,158,778",Millenials
Antigua and Barbuda,2000,male,75+ years,0,938,"830,158,778",G.I. Generation
Antigua and Barbuda,2001,male,35-54 years,2,10281,"800,740,259",Boomers
Antigua and Barbuda,2001,female,15-24 years,0,6902,"800,740,259",Millenials
Antigua and Barbuda,2001,female,25-34 years,0,8425,"800,740,259",Generation X
Antigua and Barbuda,2001,female,35-54 years,0,11402,"800,740,259",Boomers
Antigua and Barbuda,2001,female,5-14 years,0,8428,"800,740,259",Millenials
Antigua and Barbuda,2001,female,55-74 years,0,4037,"800,740,259",Silent
Antigua and Barbuda,2001,female,75+ years,0,1487,"800,740,259",Silent
Antigua and Barbuda,2001,male,15-24 years,0,6084,"800,740,259",Millenials
Antigua and Barbuda,2001,male,25-34 years,0,7071,"800,740,259",Generation X
Antigua and Barbuda,2001,male,5-14 years,0,7958,"800,740,259",Millenials
Antigua and Barbuda,2001,male,55-74 years,0,3442,"800,740,259",Silent
Antigua and Barbuda,2001,male,75+ years,0,980,"800,740,259",Silent
Antigua and Barbuda,2002,female,15-24 years,0,7196,"814,615,333",Millenials
Antigua and Barbuda,2002,female,25-34 years,0,8155,"814,615,333",Generation X
Antigua and Barbuda,2002,female,35-54 years,0,11760,"814,615,333",Boomers
Antigua and Barbuda,2002,female,5-14 years,0,8408,"814,615,333",Millenials
Antigua and Barbuda,2002,female,55-74 years,0,4050,"814,615,333",Silent
Antigua and Barbuda,2002,female,75+ years,0,1547,"814,615,333",Silent
Antigua and Barbuda,2002,male,15-24 years,0,6416,"814,615,333",Millenials
Antigua and Barbuda,2002,male,25-34 years,0,6921,"814,615,333",Generation X
Antigua and Barbuda,2002,male,35-54 years,0,10604,"814,615,333",Boomers
Antigua and Barbuda,2002,male,5-14 years,0,7980,"814,615,333",Millenials
Antigua and Barbuda,2002,male,55-74 years,0,3527,"814,615,333",Silent
Antigua and Barbuda,2002,male,75+ years,0,1024,"814,615,333",Silent
Antigua and Barbuda,2003,male,55-74 years,1,3594,"855,643,111",Silent
Antigua and Barbuda,2003,female,15-24 years,0,7454,"855,643,111",Millenials
Antigua and Barbuda,2003,female,25-34 years,0,7831,"855,643,111",Generation X
Antigua and Barbuda,2003,female,35-54 years,0,12129,"855,643,111",Boomers
Antigua and Barbuda,2003,female,5-14 years,0,8423,"855,643,111",Millenials
Antigua and Barbuda,2003,female,55-74 years,0,4054,"855,643,111",Silent
Antigua and Barbuda,2003,female,75+ years,0,1583,"855,643,111",Silent
Antigua and Barbuda,2003,male,15-24 years,0,6730,"855,643,111",Millenials
Antigua and Barbuda,2003,male,25-34 years,0,6734,"855,643,111",Generation X
Antigua and Barbuda,2003,male,35-54 years,0,10997,"855,643,111",Boomers
Antigua and Barbuda,2003,male,5-14 years,0,8061,"855,643,111",Millenials
Antigua and Barbuda,2003,male,75+ years,0,1068,"855,643,111",Silent
Antigua and Barbuda,2004,male,55-74 years,1,3665,"919,577,148",Silent
Antigua and Barbuda,2004,male,35-54 years,1,11406,"919,577,148",Boomers
Antigua and Barbuda,2004,female,15-24 years,0,7648,"919,577,148",Millenials
Antigua and Barbuda,2004,female,25-34 years,0,7531,"919,577,148",Generation X
Antigua and Barbuda,2004,female,35-54 years,0,12492,"919,577,148",Boomers
Antigua and Barbuda,2004,female,5-14 years,0,8488,"919,577,148",Millenials
Antigua and Barbuda,2004,female,55-74 years,0,4088,"919,577,148",Silent
Antigua and Barbuda,2004,female,75+ years,0,1590,"919,577,148",Silent
Antigua and Barbuda,2004,male,15-24 years,0,6968,"919,577,148",Millenials
Antigua and Barbuda,2004,male,25-34 years,0,6556,"919,577,148",Generation X
Antigua and Barbuda,2004,male,5-14 years,0,8196,"919,577,148",Millenials
Antigua and Barbuda,2004,male,75+ years,0,1094,"919,577,148",Silent
Antigua and Barbuda,2005,female,15-24 years,0,7780,"1,022,191,296",Millenials
Antigua and Barbuda,2005,female,25-34 years,0,7327,"1,022,191,296",Generation X
Antigua and Barbuda,2005,female,35-54 years,0,12835,"1,022,191,296",Boomers
Antigua and Barbuda,2005,female,5-14 years,0,8584,"1,022,191,296",Millenials
Antigua and Barbuda,2005,female,55-74 years,0,4157,"1,022,191,296",Silent
Antigua and Barbuda,2005,female,75+ years,0,1575,"1,022,191,296",Silent
Antigua and Barbuda,2005,male,15-24 years,0,7113,"1,022,191,296",Millenials
Antigua and Barbuda,2005,male,25-34 years,0,6444,"1,022,191,296",Generation X
Antigua and Barbuda,2005,male,35-54 years,0,11778,"1,022,191,296",Boomers
Antigua and Barbuda,2005,male,5-14 years,0,8358,"1,022,191,296",Millenials
Antigua and Barbuda,2005,male,55-74 years,0,3748,"1,022,191,296",Silent
Antigua and Barbuda,2005,male,75+ years,0,1110,"1,022,191,296",Silent
Antigua and Barbuda,2006,female,15-24 years,0,7902,"1,157,005,444",Millenials
Antigua and Barbuda,2006,female,25-34 years,0,7098,"1,157,005,444",Generation X
Antigua and Barbuda,2006,female,35-54 years,0,13374,"1,157,005,444",Boomers
Antigua and Barbuda,2006,female,5-14 years,0,8571,"1,157,005,444",Millenials
Antigua and Barbuda,2006,female,55-74 years,0,4256,"1,157,005,444",Silent
Antigua and Barbuda,2006,female,75+ years,0,1573,"1,157,005,444",Silent
Antigua and Barbuda,2006,male,15-24 years,0,7239,"1,157,005,444",Millenials
Antigua and Barbuda,2006,male,25-34 years,0,6319,"1,157,005,444",Generation X
Antigua and Barbuda,2006,male,35-54 years,0,12202,"1,157,005,444",Boomers
Antigua and Barbuda,2006,male,5-14 years,0,8485,"1,157,005,444",Millenials
Antigua and Barbuda,2006,male,55-74 years,0,3847,"1,157,005,444",Silent
Antigua and Barbuda,2006,male,75+ years,0,1107,"1,157,005,444",Silent
Antigua and Barbuda,2007,male,35-54 years,1,12530,"1,311,401,333",Boomers
Antigua and Barbuda,2007,female,15-24 years,0,8013,"1,311,401,333",Millenials
Antigua and Barbuda,2007,female,25-34 years,0,6962,"1,311,401,333",Generation X
Antigua and Barbuda,2007,female,35-54 years,0,13860,"1,311,401,333",Boomers
Antigua and Barbuda,2007,female,5-14 years,0,8555,"1,311,401,333",Generation Z
Antigua and Barbuda,2007,female,55-74 years,0,4400,"1,311,401,333",Silent
Antigua and Barbuda,2007,female,75+ years,0,1568,"1,311,401,333",Silent
Antigua and Barbuda,2007,male,15-24 years,0,7330,"1,311,401,333",Millenials
Antigua and Barbuda,2007,male,25-34 years,0,6267,"1,311,401,333",Generation X
Antigua and Barbuda,2007,male,5-14 years,0,8564,"1,311,401,333",Generation Z
Antigua and Barbuda,2007,male,55-74 years,0,3988,"1,311,401,333",Silent
Antigua and Barbuda,2007,male,75+ years,0,1094,"1,311,401,333",Silent
Antigua and Barbuda,2008,female,15-24 years,0,8108,"1,368,431,037",Millenials
Antigua and Barbuda,2008,female,25-34 years,0,6910,"1,368,431,037",Generation X
Antigua and Barbuda,2008,female,35-54 years,0,14278,"1,368,431,037",Boomers
Antigua and Barbuda,2008,female,5-14 years,0,8537,"1,368,431,037",Generation Z
Antigua and Barbuda,2008,female,55-74 years,0,4587,"1,368,431,037",Silent
Antigua and Barbuda,2008,female,75+ years,0,1567,"1,368,431,037",Silent
Antigua and Barbuda,2008,male,15-24 years,0,7404,"1,368,431,037",Millenials
Antigua and Barbuda,2008,male,25-34 years,0,6274,"1,368,431,037",Generation X
Antigua and Barbuda,2008,male,35-54 years,0,12782,"1,368,431,037",Boomers
Antigua and Barbuda,2008,male,5-14 years,0,8599,"1,368,431,037",Generation Z
Antigua and Barbuda,2008,male,55-74 years,0,4158,"1,368,431,037",Silent
Antigua and Barbuda,2008,male,75+ years,0,1069,"1,368,431,037",Silent
Antigua and Barbuda,2009,female,15-24 years,0,8199,"1,224,253,000",Millenials
Antigua and Barbuda,2009,female,25-34 years,0,6917,"1,224,253,000",Generation X
Antigua and Barbuda,2009,female,35-54 years,0,14629,"1,224,253,000",Boomers
Antigua and Barbuda,2009,female,5-14 years,0,8514,"1,224,253,000",Generation Z
Antigua and Barbuda,2009,female,55-74 years,0,4793,"1,224,253,000",Silent
Antigua and Barbuda,2009,female,75+ years,0,1571,"1,224,253,000",Silent
Antigua and Barbuda,2009,male,15-24 years,0,7489,"1,224,253,000",Millenials
Antigua and Barbuda,2009,male,25-34 years,0,6325,"1,224,253,000",Generation X
Antigua and Barbuda,2009,male,35-54 years,0,12978,"1,224,253,000",Boomers
Antigua and Barbuda,2009,male,5-14 years,0,8599,"1,224,253,000",Generation Z
Antigua and Barbuda,2009,male,55-74 years,0,4349,"1,224,253,000",Silent
Antigua and Barbuda,2009,male,75+ years,0,1042,"1,224,253,000",Silent
Antigua and Barbuda,2012,female,15-24 years,0,8435,"1,211,411,704",Millenials
Antigua and Barbuda,2012,female,25-34 years,0,7215,"1,211,411,704",Millenials
Antigua and Barbuda,2012,female,35-54 years,0,15193,"1,211,411,704",Generation X
Antigua and Barbuda,2012,female,5-14 years,0,8401,"1,211,411,704",Generation Z
Antigua and Barbuda,2012,female,55-74 years,0,5512,"1,211,411,704",Boomers
Antigua and Barbuda,2012,female,75+ years,0,1625,"1,211,411,704",Silent
Antigua and Barbuda,2012,male,15-24 years,0,7893,"1,211,411,704",Millenials
Antigua and Barbuda,2012,male,25-34 years,0,6629,"1,211,411,704",Millenials
Antigua and Barbuda,2012,male,35-54 years,0,13280,"1,211,411,704",Generation X
Antigua and Barbuda,2012,male,5-14 years,0,8475,"1,211,411,704",Generation Z
Antigua and Barbuda,2012,male,55-74 years,0,4994,"1,211,411,704",Boomers
Antigua and Barbuda,2012,male,75+ years,0,1051,"1,211,411,704",Silent
Antigua and Barbuda,2013,female,15-24 years,0,8494,"1,192,925,407",Millenials
Antigua and Barbuda,2013,female,25-34 years,0,7397,"1,192,925,407",Millenials
Antigua and Barbuda,2013,female,35-54 years,0,15236,"1,192,925,407",Generation X
Antigua and Barbuda,2013,female,5-14 years,0,8353,"1,192,925,407",Generation Z
Antigua and Barbuda,2013,female,55-74 years,0,5787,"1,192,925,407",Boomers
Antigua and Barbuda,2013,female,75+ years,0,1652,"1,192,925,407",Silent
Antigua and Barbuda,2013,male,15-24 years,0,8061,"1,192,925,407",Millenials
Antigua and Barbuda,2013,male,25-34 years,0,6782,"1,192,925,407",Millenials
Antigua and Barbuda,2013,male,35-54 years,0,13302,"1,192,925,407",Generation X
Antigua and Barbuda,2013,male,5-14 years,0,8405,"1,192,925,407",Generation Z
Antigua and Barbuda,2013,male,55-74 years,0,5238,"1,192,925,407",Boomers
Antigua and Barbuda,2013,male,75+ years,0,1072,"1,192,925,407",Silent
Antigua and Barbuda,2014,female,15-24 years,0,8537,"1,280,133,333",Millenials
Antigua and Barbuda,2014,female,25-34 years,0,7578,"1,280,133,333",Millenials
Antigua and Barbuda,2014,female,35-54 years,0,15273,"1,280,133,333",Generation X
Antigua and Barbuda,2014,female,5-14 years,0,8296,"1,280,133,333",Generation Z
Antigua and Barbuda,2014,female,55-74 years,0,6085,"1,280,133,333",Boomers
Antigua and Barbuda,2014,female,75+ years,0,1686,"1,280,133,333",Silent
Antigua and Barbuda,2014,male,15-24 years,0,8208,"1,280,133,333",Millenials
Antigua and Barbuda,2014,male,25-34 years,0,6928,"1,280,133,333",Millenials
Antigua and Barbuda,2014,male,35-54 years,0,13325,"1,280,133,333",Generation X
Antigua and Barbuda,2014,male,5-14 years,0,8335,"1,280,133,333",Generation Z
Antigua and Barbuda,2014,male,55-74 years,0,5503,"1,280,133,333",Boomers
Antigua and Barbuda,2014,male,75+ years,0,1083,"1,280,133,333",Silent
Antigua and Barbuda,2015,female,55-74 years,1,6403,"1,364,863,037",Boomers
Antigua and Barbuda,2015,female,15-24 years,0,8561,"1,364,863,037",Millenials
Antigua and Barbuda,2015,female,25-34 years,0,7740,"1,364,863,037",Millenials
Antigua and Barbuda,2015,female,35-54 years,0,15323,"1,364,863,037",Generation X
Antigua and Barbuda,2015,female,5-14 years,0,8239,"1,364,863,037",Generation Z
Antigua and Barbuda,2015,female,75+ years,0,1724,"1,364,863,037",Silent
Antigua and Barbuda,2015,male,15-24 years,0,8331,"1,364,863,037",Millenials
Antigua and Barbuda,2015,male,25-34 years,0,7059,"1,364,863,037",Millenials
Antigua and Barbuda,2015,male,35-54 years,0,13370,"1,364,863,037",Generation X
Antigua and Barbuda,2015,male,5-14 years,0,8268,"1,364,863,037",Generation Z
Antigua and Barbuda,2015,male,55-74 years,0,5784,"1,364,863,037",Boomers
Antigua and Barbuda,2015,male,75+ years,0,1087,"1,364,863,037",Silent
Argentina,1985,male,75+ years,202,363000,"88,416,668,900",G.I. Generation
Argentina,1985,male,55-74 years,485,1997000,"88,416,668,900",G.I. Generation
Argentina,1985,male,35-54 years,414,3346300,"88,416,668,900",Silent
Argentina,1985,female,55-74 years,210,2304000,"88,416,668,900",G.I. Generation
Argentina,1985,male,25-34 years,177,2234200,"88,416,668,900",Boomers
Argentina,1985,female,75+ years,41,537000,"88,416,668,900",G.I. Generation
Argentina,1985,male,15-24 years,156,2415200,"88,416,668,900",Generation X
Argentina,1985,female,35-54 years,142,3355300,"88,416,668,900",Silent
Argentina,1985,female,25-34 years,65,2185200,"88,416,668,900",Boomers
Argentina,1985,female,15-24 years,69,2354200,"88,416,668,900",Generation X
Argentina,1985,male,5-14 years,16,3044200,"88,416,668,900",Generation X
Argentina,1985,female,5-14 years,11,2955200,"88,416,668,900",Generation X
Argentina,1986,male,75+ years,230,365000,"110,934,442,763",G.I. Generation
Argentina,1986,male,55-74 years,530,2008300,"110,934,442,763",G.I. Generation
Argentina,1986,male,35-54 years,478,3365200,"110,934,442,763",Silent
Argentina,1986,male,25-34 years,209,2246900,"110,934,442,763",Boomers
Argentina,1986,female,75+ years,48,540200,"110,934,442,763",G.I. Generation
Argentina,1986,female,55-74 years,201,2317100,"110,934,442,763",G.I. Generation
Argentina,1986,male,15-24 years,186,2428900,"110,934,442,763",Generation X
Argentina,1986,female,35-54 years,188,3374300,"110,934,442,763",Silent
Argentina,1986,female,25-34 years,96,2197600,"110,934,442,763",Boomers
Argentina,1986,female,15-24 years,101,2367600,"110,934,442,763",Generation X
Argentina,1986,male,5-14 years,10,3061400,"110,934,442,763",Generation X
Argentina,1986,female,5-14 years,7,2971900,"110,934,442,763",Generation X
Argentina,1987,male,75+ years,200,369800,"111,106,191,358",G.I. Generation
Argentina,1987,male,55-74 years,532,2034500,"111,106,191,358",G.I. Generation
Argentina,1987,male,35-54 years,482,3409100,"111,106,191,358",Silent
Argentina,1987,female,75+ years,57,547000,"111,106,191,358",G.I. Generation
Argentina,1987,female,55-74 years,224,2347300,"111,106,191,358",G.I. Generation
Argentina,1987,male,25-34 years,192,2276200,"111,106,191,358",Boomers
Argentina,1987,male,15-24 years,179,2460600,"111,106,191,358",Generation X
Argentina,1987,female,35-54 years,209,3418300,"111,106,191,358",Silent
Argentina,1987,female,25-34 years,89,2226200,"111,106,191,358",Boomers
Argentina,1987,female,15-24 years,93,2398400,"111,106,191,358",Generation X
Argentina,1987,male,5-14 years,15,3101300,"111,106,191,358",Generation X
Argentina,1987,female,5-14 years,14,3010700,"111,106,191,358",Generation X
Argentina,1988,male,75+ years,216,392000,"126,206,817,196",G.I. Generation
Argentina,1988,male,55-74 years,550,2079000,"126,206,817,196",G.I. Generation
Argentina,1988,male,35-54 years,477,3503000,"126,206,817,196",Silent
Argentina,1988,female,75+ years,61,602000,"126,206,817,196",G.I. Generation
Argentina,1988,female,55-74 years,233,2412000,"126,206,817,196",G.I. Generation
Argentina,1988,male,25-34 years,215,2276000,"126,206,817,196",Boomers
Argentina,1988,male,15-24 years,211,2524000,"126,206,817,196",Generation X
